item_id
94179551
95209231
104443909
97695879
98421243
106391422
93065805
98517966
95444871
100150161
103268371
93068814
97281106
96204748
98819268
99606584
103228922
95416424
94989912
93463777
104878778
106275340
95964500
99820423
93458212
106070210
97381884
101192435
103544455
90770257
94086917
97679479
107254892
96611069
99570619
95218610
91259877
101140106
95040408
96268991
100980874
90549421
98860486
105369003
103193654
96870510
94301854
101307604
96578813
93551125
106263379
91505415
96280361
94683771
105315432
103732961
93558519
103187222
96241780
90380916
98134767
95504922
104444725
94991028
93237291
101053902
103121319
94858305
106838923
98638813
102805059
102775369
105580856
95588270
103366488
105617339
101222823
98100945
98466770
90564049
105976816
91417291
101627873
95315071
95663217
91950281
104972636
103323700
95532682
103891395
93825353
94013207
96387781
99206689
90979655
90894243
103251506
101812987
95944014
98362771
97750281
107189410
105607604
103602484
96807902
103657549
105904241
105141544
91974848
91645097
100131160
92022845
102576690
97633416
98394539
105291291
106416608
99743648
103389328
94746064
101258798
99498028
98989773
94237232
92831126
104229633
101445735
93198945
100451465
94868677
96665265
95410118
100940066
100837059
105456013
93707798
99328629
102310595
99667248
90797066
100004924
95222712
93931181
97892693
93772118
93411081
98208195
99595174
105535417
93149154
96874086
100124581
104773694
90946580
106389971
102774627
91149781
98750610
105295080
96331474
105496682
94513973
97973516
96756309
90426873
99149120
102775035
104412646
99806613
91652855
94971682
105217509
93138341
104852683
106515251
95438510
102203829
101452785
91413904
101488641
90303635
93697250
95272748
96588318
100308423
106800847
106558522
98169714
100814453
105186077
102319422
100843827
102991778
105002892
96275209
95387398
107126441
91609070
103076812
105466161
103303211
102584193
105419887
95710139
98630142
91277414
103924777
103397577
100137254
101859337
97718716
105069674
95053715
99670506
101745990
94582211
95383216
99795630
105222495
107097201
91024180
103152598
93579286
99262219
97631114
104125101
94413135
94595886
95207247
91385147
96233795
102772079
95575011
95588273
92652490
91099638
96230752
93050313
90810201
106612501
104336320
90495171
93365422
94121927
103324356
97069857
101832716
100708335
96359800
94285861
90847015
103974803
92400266
105954991
94745884
96801469
97748514
101024540
90509211
94560825
97841221
92108092
90948318
103601555
99502535
107011148
